_id	category	document	label
882650034430	economy	BNK경남銀, 울산시 소상공인 지원 협약 맺어	1
722434070741	economy	NH농협銀, 우수 기업고객에 감사패 증정	1
394712467757	economy	2분기 부진했던 오리온, 중국 법인 회복세로 하반기 '청신호'	1
401919934952	economy	‘100조’ 글로벌 프롭테크 시장서 한국은 걸음마…“규제 걷어내고 동력 키워야” [부동산360]	0
109745143075	economy	LH 추첨 실수에 당첨자 3명 계약 취소…황당 행정	0
940370988867	economy	금융당국 “금소법 위반 우려”에 카카오페이, P2P서비스 중단	0
552677813513	economy	“규제 대비해 일단 받아두자”...신용대출 ‘똘똘한 1억’ 바람 부나	0
745755815687	economy	‘빚투’ 급증에 증권담보대출 중단 속출	0
278857534603	economy	2021년 文정부 아파트값 상승률, 2006년 盧정부 기록 깼다	0
386816052188	economy	부동산 닮아가는 대출 ‘규제의 역설’	0
195311159754	economy	GS25, 반려동물 마지막 배웅 도와준다...‘기초수습키트’ 선보여	1
104827863391	economy	롯데푸드 ‘등심 통돈까스’로 HMR 본격화	1
599709672701	economy	CJ제일제당, 친환경 선물세트 270종 출시	1
211859250179	economy	금융위 "대출 중단 확산 가능성 낮다"	1
875177177665	economy	36개 경제단체 "불분명한 중대재해법 혼란 초래…보완해야"	0
123359304388	economy	제조업 업황 개선 흐름, 5개월 연속 둔화…車·화학 ‘흐림’	0
126747461778	economy	HMM 해원노조 투표서 파업 가결…"25일 단체사직서 낼 것"	0
564508529726	economy	‘기다려도 좋으니 내 집만’…9.3만명 몰린 사전청약 ‘희망고문’되나 [부동산360]	0
420351456195	economy	IMF 6500억달러 특별인출권 배분…“우리 외환보유액 117억달러 상승”	1
434841879864	economy	[특징주]유니크, 中 수소에너지 181조투자 韓 수소 업체 수혜 부각	1
711221324003	economy	라이나생명 상담사, 10명 중 4명은 재택 영업	0
537890872954	economy	ABL생명, 취약계층 300명에게 코로나19 예방 키트 전달	0
410452026642	economy	HMM 선원노조 파업 가결…해수부, '수출입물류 비상대책 TF' 가동	0
178585980348	economy	하도급대금 지급하라는 공정위 명령 무시한 정동건설…검찰 고발	0
288008321030	economy	삼성전자 무섭게 파는 외인…기재차관 “반도체 이슈 한정”	0
77036852170	economy	IBK저축銀 상반기 순이익 69억원…전년 比 64억원 ↑	1
392560466190	economy	홍남기 “금융·외환시장 변동성 커져…필요시 적극 대응”	0
751398252428	economy	[마감시황] 코스피 2거래일 만에 반등…3090대 마감	1
953222604708	economy	CJ그룹 장남 이선호, 장충동 이건희 저택 196억원에 매입	1
689213567722	economy	김연경 선수, BBQ 모델 계약	1
905287910227	economy	오픈 3일만에…롯데백화점 동탄점 보안요원 2명 잇단 확진	0
912729776268	economy	윤화섭 안산시장, 4차산업 ‘원유’ 데이터센터 3곳 유치	1
932364474562	economy	룰루랩, 에이바자르와 개발한 뷰티 완판템 ‘액티비티 UV 프로텍션 썬패치’ 국내 독점 판매	1
908401467882	economy	경기도, 미래산업 동향 제공	1
240444712142	economy	경기도, ‘대학 동아리-어린이집 연계사업’ 운영	1
408053220438	economy	주식카톡방 완전무료 선언” 파격결정	1
291920318093	economy	배달앱 ‘큰손’ MZ에 ‘손 커진’ XY 가세...모두의 일상으로	1
837589702287	economy	나만의 야식?...이제 온가족 한끼	1
818719885645	economy	HMM "파업 하면 6800억원 손실…노조 열린자세로 협상 필요"	0
491604545892	economy	[특징주]하나제약, 페노피브레이트 코로나 19 예방 관련주로 부각	1
812885663322	economy	공정위, KT스카이라이프-현대HCN 기업결합 조건부 승인	1
245389600222	economy	[특징주] 유니드, 2.5조 규모 기후대응기금 신설 소식에 강세	1
541172006925	economy	회삿돈으로 10억 호화요트·30억 아파트 구입…탈세혐의 59명 세무조사	0
920109544942	economy	대출 받을 수 있을 때 받자?…가계빚 1800兆 돌파	0
55924672844	economy	[특징주]명문제약, 세계최초 고지혈증 약 스타틴, 변이암 면역치료 적용에 부각	1
399268683114	economy	2030은 제주도 여행 가서도 ‘배달앱부터 켰다’	1
437262681270	economy	인천 송도에 DNA 백신 연구개발·제조시설 유치	1
824599134179	economy	“델타 감염자 초기 바이러스 배출, 非변이 감염자의 300배”	0
506586369427	economy	240조 투자 결단 이재용 부회장, 일자리 창출에 앞장서다	1
603293152259	economy	iH, 검단일반산업단지 지원시설용지·주차장용지 공급	1
334433307208	economy	’Korean economy may lose steam due to household debts’	0
815092709750	economy	투모로우바이투게더, 정규 2집 첫 주 판매량 48만 장 돌파	1
180260120451	economy	재미교포 노예림, 단장 추천으로 솔하임컵 출전	1
90421021545	economy	서삼석 의원, 지방 소멸 위기 해법 모색 정책 토론회	0
483804112821	economy	Market in wait-and-see mode over BOK’s rate-setting, US Fed meeting	0
442151123581	economy	국립현대미술관, 비디오아트 플랫폼 개설…“미술 한류 시동”	1
776280623598	economy	한국GM 임협 타결에 한시름 놨지만…완성차 파업리스크는 여전	0
773018347885	economy	씨티은행 소비자금융 매각 결정, 9월로 재차 연기	0
224239380024	economy	원/달러 이틀째 하락한 1165.6원 마감…8.1원↓	0
95070998089	economy	진중권 “대깨문, 文이냐 조국이냐 신앙심 시험에 들었다”	0
935154429835	economy	185억짜리 바이올린! 초고가 이유는 ‘벌레’ 때문?	1
377502823423	politics	조원진 "미군 떠난 아프가니스탄, 우리 상황과 비슷"	0
236881092379	politics	재향군인회 “아프간 사태 남의 일 아냐…한미동맹 강화해야”	0
703792411058	politics	외교부, 야당의원 독도 방문 항의한 일본에 "부당한 요구"	0
544127834574	politics	민관군 합동위 "전 장병 대상 성폭력 피해 실태조사 공감"	0
408549611537	politics	이인영 "북, 하반기 놓치면 안돼…평화뉴딜 제안"	0
208015799719	politics	하림 양재물류단지, 개발 속도낸다...감사원, 서울시 ‘주의’ 요구	0
397372417134	politics	민관군 합동위, 軍 성폭력 차단 긴급회의…“해군 또 다른 희생 참담”	0
892874693814	politics	황교익 “이낙연 정치생명 끊겠다”…이낙연 측 “이재명이 내정 철회하라” 압박	0
44083651035	politics	우원식 “기본소득 토론회 마다할 이유 없어”…이낙연 측 “이제 당이 나서달라”	0
40881683875	politics	靑 "여야정 협의체 논의 진전 빠르지 않아"	0
160742971795	politics	靑 "새로운 방역 체계 현재로서는 고려하지 않아"	0
473723783422	politics	순천 망북 한양수자인 민간공원특례사업 아파트 초장부터 ‘삐걱’	0
149736847828	politics	‘한국형 패트리엇’ 천궁-II 성능 입증…본격 양산 돌입	0
477102015157	politics	광양제철소, 고로 ‘클린안전밸브’ 시험가동...배출가스 95% 저감	0
460047359169	politics	[김수한의 리썰웨펀] '옛 거물' 콘돌리자 라이스의 "아프간과 한국은 다르다"	0
664778137463	politics	녹취 진실게임' 원희룡 "이준석, 잘못 되풀이 않는 계기 삼아야"	0
325841880166	politics	류호정 “내게 훈계하던 황교익, 공인 될 테니 참아내라”	0
893481990007	politics	황교안 ‘청주 간첩단 부정선거 개입 의혹’ 특검 촉구 피켓 시위	0
871560071974	politics	원희룡 "이준석, 녹음파일 공개 안 해…잘못 인정한 것"	0
101448926197	politics	“총성 들리고 헬기 맴돌고”…전쟁영화 같았던 아프간 탈출 순간	0
396850658497	politics	사립교원 채용 교육청 청탁'도 안건조정위로…野곽상도 "노략질"	0
531140951960	politics	與, ‘징벌적 손해배상’ 언론중재법 문체위 전체회의에서도 단독 처리	0
251752628609	politics	“대선 후보 적합도, 이재명 26%·윤석열 19%·이낙연 10%”[NBS]	0
566155499188	politics	[헤럴드pic] 의사봉을 두드리는 도종환 위원장	0
866574739833	politics	[헤럴드pic] 회의진행을 막아선 국민의힘 의원	0
942851466330	politics	[헤럴드pic] 발언하는 국민의힘 김기현 원내대표	0
129694227290	politics	[헤럴드pic] 회의실 진입을 시도하는 국민의힘 의원들	0
232424987438	politics	[헤럴드pic] ‘언론재갈법 철회하라!’	0
115573984785	politics	[속보] ‘징벌적 손해배상’ 담은 언론중재법, 국회 문체위 전체회의 통과	0
37439921098	politics	[속보] '징벌적 손해배상' 언론중재법, 문체위 전체회의 통과	0
639784622575	politics	자동차강판 전문 광양제철소 철강제품 내수·수출 5억톤 달성	1
840548956623	politics	[속보] 靑 "잘못된 언론보도 피해구제 불충분, 입법 노력 필요"	0
489647603218	politics	‘제3지대’ 김동연, 내일 충북 음성서 대선 출마 공식화	0
629020049634	politics	[속보] 靑 北 도발 징후에 "북한 하계훈련 실시 중, 예의주시하며 대비"	0
240485091933	politics	1주택자 종부세 기준 9억에서 11억으로 상향된다	0
779754973661	politics	이낙연 “캠프 ‘친일’ 거론 지나쳤다”… 사실상 황교익에 사과	0
899235472367	politics	이낙연 “기술만으로 생존·성장 가능한 중소벤처 생태계 만들 것”	0
426543151242	politics	김종인 “녹취록 논란, 진정될 것…대수롭지 않아”	0
870802617454	politics	공군 성추행 사망사건 ‘부실 수사’ 의혹에도…불기소·불기소·불기소	0
133718018798	politics	‘여수 밤바다’ 낭만 버스킹 공연 유튜브로 감상하세요	1
795102357057	politics	靑, 언론중재법 상임위 통과에 "잘못된 보도 피해구제 노력 필요"	0
282984036564	politics	靑, 北미사일 발사 징후에 "북한 하계 훈련 실시 중, 예의주시"	0
774355689392	politics	“여수 경도 연륙교 노선변경 의혹” 주민 감사청구	0
670640945491	politics	靑NSC "아프가니스탄 정세 변화·동향 주시, 대응조치 강구"	0
454533645327	politics	원희룡 “당권 제안설?…尹, 내게 무릎 꿇고 협조하게 될 것”	0
342305910884	politics	황교익 “거취 진지하게 고민”…자진사퇴 가능성 언급	0
153947970833	politics	이재명 ‘황교익 논란’ 질문에…“안하고 싶은데”	0
359384900989	politics	유승민, 삼성전자 방문…"이재용과도 통화"	0
522501432411	politics	황교익 “20일 오전까지 입장 정리”…자진 사퇴 시사	0
548522479667	politics	광주 찾은 홍준표 “국민의힘, 5·18탄압 세력과 단절”	0
54087700249	politics	정치권, 軍성범죄 질타…"반성하라" 서욱 경질론도	0
937428821146	politics	‘동아 문화도시’ 순천서 한·중·일 유명작가 210여명 관객과 소통하다	1
73537638227	politics	“윤석열 부인, 이력서에 허위경력”…尹측 “명백한 오보…법적 대응”	0
783606490579	politics	유승민 캠프, 윤석열 잠행에…“이럴 거면 대통령 선거 왜 나왔나”	0
305849086557	politics	장성민 "이재명은 탈레반…재앙 뒤로 하고 떡볶이 먹방, 도정 포기했다"	0
2807128543	politics	용인 탄천교 하부 상습 침수도로 개선	1
57165516352	politics	성김 미 대북특별대표 21일 방한…노규덕과 23일 협의	1
909664617459	politics	文대통령, 오경미 대법관 후보자 임명동의안 국회제출	0
317320025448	politics	경찰, '여성 불법촬영' 혐의 국회의원 비서 수사	0
204031658952	politics	이준석 “경선버스 운전대 뽑아가고 의자 부셔”	0
778259099799	politics	김부겸 “국민 절반 1차 접종 감사…2차 접종 70% 노력”	0
688140258095	politics	안전도 D등급 곡성군청사 연내 신청사 착공	1
989130844447	politics	日, 역대 최대 방위비 예고 속 전투기에만 1조원 이상 투입	0
740027799200	politics	여수시의회, 해상풍력발전 사업시 마을·주민과 상생 조례 제정	1
508640332395	politics	이재명, 세종 찾아가 “文 정부의 자치분권 개헌 계승·추진” 공약	0
511461417519	politics	6·25전사 아버지 묘지 찾아 오열한 70대 아들	0
820714856924	politics	한미연합훈련 기간 한국 찾은 美 성김…“생산적 방문될 것”	1
360685814141	politics	최재형 "윤석열 캠프, 꼰대·자폭정치 당장 그만두라" 저격	0
765247495220	politics	文대통령 발언에서 '집단면역'이라는 표현이 사라진 이유는?	0
727807859255	politics	이재명 ‘떡볶이 먹방’ 결국 사과…“더 빨리 현장에 갔어야”	0
886006072952	politics	전두환, 혈액암 일종 ‘다발성 골수종’ 진단	0
516943608602	politics	文대통령 “백신접종, 예상보다 빠른 진도…K방역 치명율 낮아”	0
924829354317	politics	야권 주자들, “이재명, 진정성 없는 사과…사퇴하라”	0
317380641292	politics	시동 거는 홍준표, 윤석열·최재형 다 때렸다…“대통령이 만만하나”	0
116754179830	politics	여수 경도 골프장 직원 차량, 바다에 빠져 2명 숨져	0
482815099769	politics	윤석열 “언론중재법, 정권연장 위한 언론재갈법…위헌소송·정치투쟁 병행”	0
205071802256	politics	이재명 “文 한반도 운전자론 계승…김정은 직접 만날 것”	0
772268643681	politics	이준석 끌어내리고 비대위 추진? 尹 “황당무계” 일축	0
285597614243	politics	격한 내홍 치른 野, 금주 경선버스 일단 출발	0
237669936847	politics	윤석열 “‘언론재갈법,’ 정권연장이 목적…앞장서서 막겠다”	0
410313268297	politics	정세균 “산업화 소외됐던 전북을 신성장 엔진으로”	0
290501379264	politics	文대통령 "백신 접종, 예상보다 빨라" 野 "허울 좋은 홍보, 그만"	0
969511682063	politics	안철수 “가짜뉴스 몸통은 現정권…언론중재법은 정권방탄법”	0
971749636022	politics	권익위, 野의원 10여명 투기 지목할듯…이준석 ‘與보다 강경 대응’ 재확인	0
737852896243	politics	유승민 “이준석 무너지면 대선필패…그만 흔들라 강력 경고”	0
52268693464	politics	이재명 “김정은 직접 만나겠다…文 한반도 운전자론 계승”	0
735088253818	politics	정세균 "업적 없는 이낙연, 적임자 아냐…단일화 가능성 없다"	0
689749896364	politics	尹캠프 특보 "이준석, 사퇴 후 유승민 캠프로 가든 묵언수행 하든"	0
11129590604	politics	野, ‘언론중재법 옹호’ 조국에 “무책임·몰염치한 밀월정치”	0
45148263254	politics	송영길, '주한미군 기지 아프간 난민 수용…현실적이지 않아"	0
98605692503	politics	원희룡 "尹, 정책 안 만들고 계파만…이재명, 최악 대통령 될 준비"	0
582478146106	politics	이준석 저격' 尹캠프 민영삼, 특보직 해촉…합류 나흘 만	0
510593965189	politics	김부겸 총리 “향후 2주간 모더나 코로나19 백신 700만회분 공급”(종합)	1
100496121562	politics	김부겸 “모더나, 향후 2주간 700만회분 백신 공급”	1
847933270122	politics	윤석열 "언론중재법, 군사정부 시절 '사전 검열'이나 마찬가지"	0
339582031280	politics	아프간 난민' 주한 미군기지 수용설에 송영길 "적절한지 의문" [종합]	0
261429731634	politics	루마니아 백신 공여 공방 …“백신거지·동냥”VS “외교 결례”	0
641544641619	politics	野 "언론재갈·언론장악법" 강경투쟁 예고…전운 감도는 국회	0
407594713913	politics	이준석 저격한 민영삼, 윤석열 캠프서 해촉…“마음대로 비판할 것”	0
913178885706	politics	이언주 "LH, 혁신한다더니 산으로 가…국민 두 번 우롱한다"	0
59737391421	politics	루마니아發 백신에…이언주 "4000만분 큰소리 치더니 기가 막혀"	0
349486949669	politics	정의당, 조국 언론중재법 옹호에 “음모론 제기 책임 있어"	0
674359600834	politics	이준석, 선관위원장 후보군 6명과 접촉	0
600092255284	politics	[속보] 수술실 CCTV 설치법, 복지위 소위 통과	1
231526403185	politics	김재원 "홍준표, 당선 가능성 별로"…유승민 측 "또 낮술 드셨나"	0
565888992436	politics	김종대 “국방부, 분과위 ‘군사법원 존치 주장’ 곡해”	0
22239156051	politics	추경호 "CVC 허용대상에 창업기획자도 포함" 개정안 발의	1
510147097970	politics	김재원에 발끈한 홍준표 "정권 망친 장본인…최고위원 사퇴해야”	0
353409542788	politics	코이카, 남태평양 기후변화 대응 함께 할 시민단체 공모	1
600479058513	politics	유승민 “윤석열 캠프 인사, 잇따른 도발…尹 직접 사과해야”	0
82441382727	politics	법안소위 문턱 넘은 ‘수술실 CCTV법’…전체회의도 “속도전”	0
421219050286	politics	수술실 CCTV 설치법, 복지위 법안소위 통과	1
627533706782	politics	‘수술실 CCTV법’ 국회 복지위 통과…이재명 “압도적 지지 보내준 국민께 감사”	1
87286719630	politics	[속보]‘수술실 CCTV 설치법’, 국회 복지위 전체회의도 통과	1
378050277644	politics	유승민 "尹, 직접 사과하라" 윤석열 측 "대응 가치 못 느낀다"	0
642965963053	politics	이낙연 “방역 패러다임 전환 고민할 시점…거리두기 완화 로드맵 마련”	0
269800201815	politics	파주시, 2021년 제2회 추경(안) 편성… 2조1384억원 규모	1
306250971807	politics	한미 방위비분담금 협정…4개월만에 국회 외통위 통과	1
655920184622	politics	“국민의힘 12명·열린민주 1명, 부동산 불법 의혹…수사 의뢰”	0
473918837483	politics	고양 능곡~양주 장흥~의정부 ‘교외선’ 2024년 개통	0
255476609654	politics	靑안보실장 "남북통신선, 한미훈련 개선 따라 복구될 것으로 기대"	0
585568037282	politics	靑안보실장 "아프간난민 수용, 한국아닌 유럽과 중동으로 정리돼"	0
141456779890	politics	[속보] 권익위, 野의원 조사결과 발표…"특별수사본부에 송부"	0
855227961184	politics	[속보] "국민의힘 12명·열린민주 1명, 부동산 불법거래 의혹"	0
831878105272	politics	野 대선후보 4인, ‘언론중재법 저지’ 연석회의 개최 요구	0
953193514820	politics	“이준석은 얼리어답터”…‘따릉이’ 대신 ‘아이오닉5’ 자차 출근	0
22092714843	politics	韓美 연합훈련 뒤 北 달래기…보건·방역·식수 등 당근 제시	0
814972840649	politics	국민의힘 12명 부동산 투기의혹…野, 이르면 내일 징계여부 결정	0
614168674832	politics	권익위 “국민의힘 12명, 부동산 의혹”…이준석, ‘강경책’ 꺼낼까	0
752840333592	politics	‘흑석’ 김의겸 “무리하게 빚내 집 샀지만…미공개 정보 이용은 아냐”	0
462004024904	politics	하남시, CCTV통합관제센터 지능화 기반 마련했다	1
540870271488	politics	정세균 “공무원 연공서열제·행정고시·경찰대 폐지” 공공개혁 공약 발표	1
605948456387	politics	백군기 용인시장, 내년 본예산 소상공인예산 최우선 편성 요청	1
952926336002	politics	국민의힘 ‘세금탈루’ 등 12명 부동산 불법 의혹 [종합]	0
308585071121	politics	김의겸, '업무상 비밀이용' 의혹 부인…"어떤 비밀 얻었다는 건지 공개해달라"	0
888988454914	politics	“이재명, 친문이 무섭나, 부럽나?”…언어품격 높여달라했는데	0
360313445445	politics	野 ‘부동산 의혹’ 12명 명단 유출...지도부, 대책 부심	0
320168711143	politics	‘개혁입법’ 뭉치는 이재명...‘검증공세’ 추격나선 이낙연	0
38056141641	politics	국민의힘·정의당 ‘언론중재법’ 저지 총력...언론단체와 연대	0
945790302458	politics	[단독] 靑, 여론조사에 27억 썼다…‘경호상 이유’ 내역 공개안해	0
19917543815	politics	군인권센터 “육군 1사단 대대서 군납 비리 정황 포착”	0
776014878497	politics	靑, 지난해부터 여론조사에 27억 썼다…내역은 공개안해	0
796493498824	politics	열린민주당 “권익위 조사 형식적…김의겸에 별도 조치 없어”	0
641725935264	politics	文대통령, K+벤처 행사 참석…"20년만에 벤처붐, 세계성공사례"	1
512465101389	politics	與, 언론중재법 “내일 반드시 처리"… 필리버스터 환영	0
659585124991	politics	이재명 측 “요란·지저분은 태극기 지칭”…“조선일보, 왜곡”	0
337384024244	politics	[속보] 文 대통령, 26일 'K+벤처' 행사 참석…"20년 만의 제2벤처 붐 격려"	1
357286381392	politics	하남시 캐릭터 ‘하남이·방울이’, ‘우리동네 캐릭터 대상’ 본선 진출	1
413135691405	politics	안병길, 尹 홍보본부장직 사퇴…“부동산 의혹, 명명백백히 밝힐 것”	0
643852999638	politics	DJ적자' 장성민 "이재명식 기본소득은 재앙…국가부도 정책"	0
492132753243	politics	윤희숙·윤석열캠프 5명…野 ‘부동산 의혹’ 12명 명단 유출(종합)	0
920628660988	politics	최강욱 “김의겸 당 조처 없다…비밀이용 의혹 근거 없어”	0
203065234227	politics	[2보]국민의힘, ‘부동산 의혹’ 한무경 제명키로…5명 탈당 권고	0
101833945593	politics	조국 “아비로서 고통스럽다”… 딸 의전원 입학 취소	0
586748832741	politics	[속보] 국민의힘, '부동산 의혹' 한무경 제명…5명 탈당권고	0
509179880778	politics	[속보] 국민의힘, ‘부동산 의혹’ 한무경 제명…5명 탈당 권고	0
172470666014	politics	이재명 측 “국민의힘 부동산 내로남불, 이준석·윤석열이 답하라”	0
147107152577	politics	“조국 딸 부산대 의전원 입학 취소”…野 “曺, 자녀 인생 망쳤다”	0
821615477196	politics	정의당 “與 강행 언론중재법, 퇴직 공직자·기업 소송만 남발할 것”	0
493968233420	politics	하태경 “자녀 인생 망친 조국, SNS 끊고 자숙하라”	0
274814944283	politics	조국 딸 부산대 입학취소… 野 주자들 “사필귀정”	0
237551555409	politics	與, ‘윤미향 보호법’ 논란에 “당론 아냐…개별 의원 차원 발의 법안”	0
195317298358	politics	국민의힘, '부동산 의혹' 한무경 제명…5명 탈당요구	0
524815461456	politics	이재명, 32개 직능단체와 정책 협약…목사 100명 지지선언	1
338324135581	politics	[헤럴드pic] 비공개 최고위원회의 결과를 브리핑하는 이준석 국민의힘 대표	1
601300940507	politics	軍 성범죄, 민간 법원서 재판…법사위 소위 통과	1
883118806600	politics	[헤럴드pic] ‘언론말살! 언론장악! 민주당은 중단하라!’	0
776972518884	politics	윤석열, 내부 싱크탱크 출범…위원장에 김형기 경북대 명예교수	1
247676326641	politics	[속보] 다자녀 가구 셋째 이상 대학생 등록금 전액 지원키로	1
78145923989	society	영랑호 부교설치공사, 오는 20일 재개	1
669049565557	society	광명시,‘코로나 상생 국민지원금 전담 추진단’ 구성	1
824277824070	society	최대호 안양시장,“어르신들께 조금이라도 희망 안겨드리고 싶다”	1
881032946352	society	정부 “백신계약 年단위 물량 확정…세부 계획은 비밀유지 협약”	1
695450081154	society	용인 청년네트워트 출범…제2기 청년네트워크’발대식	1
790988272189	society	황창화 한난 사장 ‘그린뉴딜형 쿨루프사업’ 올인하는 이유	1
601002936628	society	람다 변이 유행국 ‘격리면제 제외’ 여부 내일 결정	1
614367208364	society	“해경 동료 막말에 정신과 치료, 상사는 성폭력”…모두 무혐의	0
631696168346	society	AZ 잔여백신 30세 이상 허용 첫날…3040 1만명 접종	1
996412452569	society	20일 ‘거리두기 조정안’ 발표…수도권 4단계 또 연장 유력	0
252701399383	society	당국 “델타변이 유행이 백신 1차접종 중증방지 효과 낮춰”	0
832562565582	society	국민연금 연구과제 공모 최우수상에 ‘최저연금 도입’ 선정	1
896311281422	society	‘계열사 와인 강매 의혹’ 이호진 전 태광그룹 회장 무혐의	0
855917650316	society	서울시, 소득 80% 이하에 1인 당 25만 원 지원…1조 8000억 긴급 편성	1
499271092407	society	한잔 허재?…‘음주운전 5번’ 허재, 숙취해소제 광고 논란	0
95830690608	society	[속보] 오후 6시까지 1천561명, 어제보다 171명↑…내일 2천명 육박할수도	0
955286220822	society	[속보] 수사심의위, 백운규 전 장관 “수사 중단하라” 권고	0
905212988018	society	[속보] 檢수심위 “백운규 ‘배임교사 혐의’ 수사 중단해야”	0
445849159798	society	“백운규 배임교사 수사 중단, 불기소하라” 수사심의위 결론[종합]	0
